"hs"	"ms"	"cell_type"	"category"
"793"	"GPR84"	"Gpr84"	"microglia"	"top_all_enrich"
"794"	"GPX1"	"Gpx1"	"microglia"	"top_all_enrich"
"795"	"GPX3"	"Gpx3"	"opc"	"top_mouse_enrich"
"796"	"GRIK1"	"Grik1"	"opc"	"top_all_enrich"
"797"	"GRIPAP1"	"Gripap1"	"neuron"	"manual"
"798"	"GRM1"	"Grm1"	"neuron"	"top_all_enrich"
"799"	"GRM4"	"Grm4"	"neuron"	"manual"
"800"	"GRN"	"Grn"	"microglia"	"top_all_enrich"
"801"	"GSAP"	"Gsap"	"astrocyte"	"top_all_enrich"
"802"	"GSDMD"	"Gsdmd"	"microglia"	"top_all_enrich"
"803"	"GSG1L"	"Gsg1l"	"opc"	"top_all_enrich"
"804"	"GSN"	"Gsn"	"oligodendrocyte"	"top_all_enrich"
"805"	"GSTM1"	"Gstm1"	"astrocyte"	"top_all_enrich"
"806"	"GTF2A1"	"Gtf2a1"	"microglia"	"top_mouse_expression"
"807"	"GTF2H2"	"Gtf2h2"	"microglia"	"top_mouse_enrich"
"808"	"GTF2H5"	"Gtf2h5"	"neuron"	"top_mouse_expression"
"809"	"GTPBP3"	"Gtpbp3"	"microglia"	"manual"
"810"	"GUSB"	"Gusb"	"microglia"	"top_mouse_enrich"
"811"	"GYG"	"Gyg"	"oligodendrocyte"	"manual"
"812"	"H2-AA"	"H2-Aa"	"microglia"	"manual"
"813"	"H2-AB1"	"H2-Ab1"	"microglia"	"manual"
"814"	"H2-D1"	"H2-D1"	"microglia"	"manual"
"815"	"H2-DMA"	"H2-DMa"	"microglia"	"manual"
"816"	"H2-DMB1"	"H2-DMb1"	"microglia"	"manual"
"817"	"H2-DMB2"	"H2-DMb2"	"microglia"	"manual"
"818"	"H2-EB1"	"H2-Eb1"	"microglia"	"manual"
"819"	"H2-K1"	"H2-K1"	"microglia"	"manual"
"820"	"H2-K2"	"H2-K2"	"microglia"	"top_mouse_enrich"
"821"	"H2-M2"	"H2-M2"	"microglia"	"manual"
"822"	"H2-M3"	"H2-M3"	"microglia"	"manual"
"823"	"H2-OA"	"H2-Oa"	"microglia"	"manual"
"824"	"H2-OB"	"H2-Ob"	"microglia"	"manual"
"825"	"H2-Q1"	"H2-Q1"	"microglia"	"manual"
"826"	"H2-Q10"	"H2-Q10"	"microglia"	"manual"
"827"	"H2-Q2"	"H2-Q2"	"microglia"	"manual"
"828"	"H2-Q4"	"H2-Q4"	"microglia"	"manual"
"829"	"H2-Q7"	"H2-Q7"	"microglia"	"manual"
"830"	"H2-T10"	"H2-T10"	"microglia"	"manual"
"831"	"HAAO"	"Haao"	"microglia"	"top_all_specificity"
"832"	"HABP4"	"Habp4"	"oligodendrocyte"	"manual"
"833"	"HACD2"	"Hacd2"	"astrocyte"	"top_mouse_enrich"
"834"	"HACD4"	"Hacd4"	"microglia"	"manual"
"835"	"HAL"	"Hal"	NA	"manual"
"836"	"HAVCR2"	"Havcr2"	"microglia"	"top_all_enrich"
"837"	"HCAR2"	"Hcar2"	"microglia"	"top_all_enrich"
"838"	"HCCS"	"Hccs"	"microglia"	"top_human_enrich"
"839"	"HCFC1R1"	"Hcfc1r1"	"neuron"	"manual"
"840"	"HCK"	"Hck"	"microglia"	"top_all_enrich"
"841"	"HCLS1"	"Hcls1"	"microglia"	"top_all_enrich"
"842"	"HCN4"	"Hcn4"	"neuron"	"top_all_enrich"
"843"	"HCST"	"Hcst"	"microglia"	"top_all_enrich"
"844"	"HDAC1"	"Hdac1"	"astrocyte"	"manual"
"845"	"HDAC4"	"Hdac4"	"neuron"	"manual"
"846"	"HDAC5"	"Hdac5"	"neuron"	"manual"
"847"	"HDAC9"	"Hdac9"	"neuron"	"top_all_enrich"
"848"	"HEATR5A"	"Heatr5a"	"microglia"	"top_mouse_enrich"
"849"	"HEATR5B"	"Heatr5b"	"astrocyte"	"manual"
"850"	"HEBP1"	"Hebp1"	"oligodendrocyte"	"top_human_specificity"
"851"	"HECTD1"	"Hectd1"	"microglia"	"top_all_expression"
"852"	"HERC1"	"Herc1"	"microglia"	"top_all_expression"
"853"	"HES5"	"Hes5"	"astrocyte"	"top_all_enrich"
"854"	"HEXA"	"Hexa"	"microglia"	"top_all_enrich"
"855"	"HFE"	"Hfe"	"microglia"	"top_all_enrich"
"856"	"HGF"	"Hgf"	"astrocyte"	"top_all_enrich"
"857"	"HHAT"	"Hhat"	"endothelial"	"top_all_specificity"
"858"	"HIF1A"	"Hif1a"	"microglia"	"top_all_enrich"
"859"	"HIGD2A"	"Higd2a"	"microglia"	"manual"
"860"	"HIP1R"	"Hip1r"	"oligodendrocyte"	"top_all_enrich"
"861"	"HIPK3"	"Hipk3"	"endothelial"	"top_all_enrich"
"862"	"HIRIP3"	"Hirip3"	"neuron"	"manual"
"863"	"HK1OS"	"Hk1os"	NA	"manual"
"864"	"HK2"	"Hk2"	"microglia"	"top_all_enrich"
"865"	"HKDC1"	"Hkdc1"	"astrocyte"	"top_human_enrich"
"866"	"HLF"	"Hlf"	"astrocyte"	"top_all_enrich"
"867"	"HLTF"	"Hltf"	"neuron"	"manual"
"868"	"HMGB2"	"Hmgb2"	"astrocyte"	"manual"
"869"	"HMGB3"	"Hmgb3"	"neuron"	"top_all_enrich"
"870"	"HMOX1"	"Hmox1"	"microglia"	"top_all_enrich"
"871"	"HOGA1"	"Hoga1"	"astrocyte"	"top_all_specificity"
"872"	"HOMER2"	"Homer2"	"neuron"	"top_all_enrich"
"873"	"HPCA"	"Hpca"	"neuron"	"top_all_enrich"
"874"	"HPCAL1"	"Hpcal1"	"endothelial"	"top_all_enrich"
"875"	"HPGD"	"Hpgd"	"microglia"	"top_all_enrich"
"876"	"HPGDS"	"Hpgds"	"microglia"	"top_all_enrich"
"877"	"HPN"	"Hpn"	"microglia"	"top_all_specificity"
"878"	"HPS5"	"Hps5"	"oligodendrocyte"	"manual"
"879"	"HRH2"	"Hrh2"	"microglia"	"top_mouse_enrich"
"880"	"HRH3"	"Hrh3"	"neuron"	"manual"
"881"	"HRK"	"Hrk"	"neuron"	"top_all_enrich"
"882"	"HS6ST1"	"Hs6st1"	"microglia"	"top_all_enrich"
"883"	"HSPA1A"	"Hspa1a"	"microglia"	"top_all_enrich"
"884"	"HSPA1B"	"Hspa1b"	"microglia"	"top_mouse_enrich"
"885"	"HSPB1"	"Hspb1"	"endothelial"	"top_all_enrich"
"886"	"HSPB3"	"Hspb3"	"microglia"	"top_all_enrich"
"887"	"HSPB6"	"Hspb6"	"astrocyte"	"manual"
"888"	"HSPB8"	"Hspb8"	"astrocyte"	"top_all_enrich"
"889"	"HSPH1"	"Hsph1"	"opc"	"top_all_enrich"
"890"	"HTR1F"	"Htr1f"	"neuron"	"top_mouse_specificity"
"891"	"HTR2B"	"Htr2b"	"astrocyte"	"manual"
"892"	"HTR5B"	"Htr5b"	"neuron"	"manual"
"893"	"HTR7"	"Htr7"	"neuron"	"top_all_specificity"
"894"	"HVCN1"	"Hvcn1"	"microglia"	"top_all_enrich"
"895"	"ICAM1"	"Icam1"	"microglia"	"top_all_enrich"
"896"	"ID3"	"Id3"	"astrocyte"	"top_all_enrich"
"897"	"IDH1"	"Idh1"	"astrocyte"	"top_all_enrich"
"898"	"IER3IP1"	"Ier3ip1"	"neuron"	"manual"
"899"	"IER5"	"Ier5"	"microglia"	"top_all_enrich"
"900"	"IFI202B"	"Ifi202b"	"microglia"	"top_mouse_specificity"
"901"	"IFI204"	"Ifi204"	"microglia"	"manual"
"902"	"IFI207"	"Ifi207"	"microglia"	"manual"
"903"	"IFI27"	"Ifi27"	"endothelial"	"top_all_enrich"
"904"	"IFI27L2A"	"Ifi27l2a"	"microglia"	"manual"
"905"	"IFI30"	"Ifi30"	"microglia"	"top_all_enrich"
"906"	"IFI35"	"Ifi35"	"endothelial"	"top_all_enrich"
"907"	"IFI44"	"Ifi44"	"endothelial"	"top_all_enrich"
"908"	"IFIH1"	"Ifih1"	"endothelial"	"top_all_enrich"
"909"	"IFIT1"	"Ifit1"	"endothelial"	"manual"
"910"	"IFIT3"	"Ifit3"	"endothelial"	"manual"
"911"	"IFIT3B"	"Ifit3b"	"endothelial"	"manual"
"912"	"IFITM2"	"Ifitm2"	"endothelial"	"top_human_enrich"
"913"	"IFITM6"	"Ifitm6"	"microglia"	"manual"
"914"	"IFNAR2"	"Ifnar2"	"endothelial"	"manual"
"915"	"IFT20"	"Ift20"	"endothelial"	"manual"
"916"	"IFT88"	"Ift88"	"astrocyte"	"manual"
"917"	"IGDCC4"	"Igdcc4"	"astrocyte"	"top_all_enrich"
"918"	"IGFBP4"	"Igfbp4"	"endothelial"	"top_all_enrich"
"919"	"IGFBP5"	"Igfbp5"	"astrocyte"	"top_all_enrich"
"920"	"IGFBP6"	"Igfbp6"	"microglia"	"manual"
"921"	"IGHM"	"Ighm"	"microglia"	"top_all_enrich"
"922"	"IGHMBP2"	"Ighmbp2"	"astrocyte"	"manual"
"923"	"IGSF10"	"Igsf10"	"microglia"	"top_human_enrich"
"924"	"IGSF21"	"Igsf21"	"opc"	"top_mouse_enrich"
"925"	"IGSF6"	"Igsf6"	"microglia"	"top_all_enrich"
"926"	"IKZF1"	"Ikzf1"	"microglia"	"top_all_enrich"
"927"	"IL10RA"	"Il10ra"	"microglia"	"top_all_enrich"
"928"	"IL10RB"	"Il10rb"	"microglia"	"top_all_enrich"
"929"	"IL12B"	"Il12b"	"microglia"	"top_all_specificity"
"930"	"IL13RA1"	"Il13ra1"	"microglia"	"top_all_enrich"
"931"	"IL18"	"Il18"	"opc"	"top_all_enrich"
"932"	"IL18BP"	"Il18bp"	"astrocyte"	"manual"
"933"	"IL1A"	"Il1a"	"microglia"	"top_all_enrich"
"934"	"IL1B"	"Il1b"	"microglia"	"top_all_enrich"
"935"	"IL1RL1"	"Il1rl1"	"microglia"	"top_mouse_enrich"
"936"	"IL1RL2"	"Il1rl2"	"microglia"	"top_all_enrich"
"937"	"IL1RN"	"Il1rn"	"microglia"	"top_all_enrich"
"938"	"IL21R"	"Il21r"	"microglia"	"top_all_enrich"
"939"	"IL2RG"	"Il2rg"	"endothelial"	"top_all_enrich"
"940"	"IL33"	"Il33"	"astrocyte"	"top_all_enrich"
"941"	"IL3RA"	"Il3ra"	"endothelial"	"manual"
"942"	"IL6RA"	"Il6ra"	"microglia"	"manual"
"943"	"IL6ST"	"Il6st"	"microglia"	"top_all_expression"
"944"	"ILDR1"	"Ildr1"	"microglia"	"top_all_specificity"
"945"	"IMP3"	"Imp3"	"endothelial"	"manual"
"946"	"IMPA2"	"Impa2"	"astrocyte"	"top_all_specificity"
"947"	"IMPDH1"	"Impdh1"	"endothelial"	"top_all_enrich"
"948"	"INA"	"Ina"	"neuron"	"top_all_enrich"
"949"	"INF2"	"Inf2"	"oligodendrocyte"	"top_all_enrich"
"950"	"INIP"	"Inip"	"opc"	"manual"
"951"	"INPP5A"	"Inpp5a"	"neuron"	"manual"
"952"	"INPP5D"	"Inpp5d"	"microglia"	"top_all_enrich"
"953"	"INPPL1"	"Inppl1"	"oligodendrocyte"	"manual"
"954"	"INSIG1"	"Insig1"	"oligodendrocyte"	"top_all_expression"
"955"	"INSM1"	"Insm1"	"oligodendrocyte"	"top_all_enrich"
"956"	"IP6K3"	"Ip6k3"	"microglia"	"top_mouse_specificity"
"957"	"IPCEF1"	"Ipcef1"	"microglia"	"top_all_enrich"
"958"	"IQCG"	"Iqcg"	"endothelial"	"manual"
"959"	"IRAK4"	"Irak4"	"microglia"	"top_all_enrich"
"960"	"IRF1"	"Irf1"	"microglia"	"top_all_enrich"
"961"	"IRF5"	"Irf5"	"microglia"	"top_all_enrich"
"962"	"IRF7"	"Irf7"	"endothelial"	"top_all_enrich"
"963"	"IRF8"	"Irf8"	"microglia"	"top_all_enrich"
"964"	"IRF9"	"Irf9"	"endothelial"	"top_all_specificity"
"965"	"IRGM1"	"Irgm1"	"microglia"	"manual"
"966"	"ISG15"	"Isg15"	"endothelial"	"top_all_enrich"
"967"	"ISG20"	"Isg20"	"opc"	"manual"
"968"	"ITGA5"	"Itga5"	"microglia"	"top_all_enrich"
"969"	"ITGAD"	"Itgad"	"oligodendrocyte"	"top_all_specificity"
"970"	"ITGAM"	"Itgam"	"microglia"	"top_all_enrich"
"971"	"ITGAV"	"Itgav"	"astrocyte"	"top_all_enrich"
"972"	"ITGAX"	"Itgax"	"microglia"	"top_all_enrich"
"973"	"ITGB1"	"Itgb1"	"endothelial"	"top_all_enrich"
"974"	"ITGB2"	"Itgb2"	"microglia"	"top_all_enrich"
"975"	"ITGB5"	"Itgb5"	"microglia"	"top_all_enrich"
"976"	"ITGB8"	"Itgb8"	"astrocyte"	"top_all_enrich"
"977"	"ITGBL1"	"Itgbl1"	"neuron"	"top_all_enrich"
"978"	"ITPKB"	"Itpkb"	"astrocyte"	"top_all_enrich"
"979"	"ITPR2"	"Itpr2"	"microglia"	"top_all_enrich"
"980"	"ITPRIPL1"	"Itpripl1"	"microglia"	"top_all_enrich"
"981"	"ITPRIPL2"	"Itpripl2"	"microglia"	"top_all_enrich"
"982"	"IYD"	"Iyd"	"endothelial"	"top_human_specificity"
"983"	"JAG2"	"Jag2"	"endothelial"	"top_all_enrich"
"984"	"JAKMIP1"	"Jakmip1"	"neuron"	"top_all_enrich"
"985"	"JAKMIP2"	"Jakmip2"	"oligodendrocyte"	"top_all_enrich"
"986"	"JPH3"	"Jph3"	"neuron"	"top_all_enrich"
"987"	"JPT2"	"Jpt2"	"oligodendrocyte"	"manual"
"988"	"JUNB"	"Junb"	"microglia"	"top_all_enrich"
"989"	"KAT2B"	"Kat2b"	"oligodendrocyte"	"top_all_enrich"
"990"	"KAT6A"	"Kat6a"	"astrocyte"	"manual"
"991"	"KATNBL1"	"Katnbl1"	"endothelial"	"manual"
"992"	"KCNA4"	"Kcna4"	"neuron"	"top_all_enrich"
"993"	"KCNAB2"	"Kcnab2"	"neuron"	"top_all_enrich"
"994"	"KCNB1"	"Kcnb1"	"neuron"	"top_all_enrich"
"995"	"KCNC1"	"Kcnc1"	"neuron"	"top_all_enrich"
"996"	"KCNC2"	"Kcnc2"	"neuron"	"top_all_enrich"
"997"	"KCNE1L"	"Kcne1l"	"astrocyte"	"manual"
"998"	"KCNH1"	"Kcnh1"	"neuron"	"top_all_enrich"
"999"	"KCNIP3"	"Kcnip3"	"astrocyte"	"top_all_enrich"
"1000"	"KCNJ11"	"Kcnj11"	"neuron"	"top_mouse_specificity"
"1001"	"KCNJ12"	"Kcnj12"	"neuron"	"manual"
"1002"	"KCNJ14"	"Kcnj14"	"neuron"	"manual"
"1003"	"KCNJ2"	"Kcnj2"	"endothelial"	"top_mouse_enrich"
"1004"	"KCNJ9"	"Kcnj9"	"neuron"	"top_all_enrich"
"1005"	"KCNK4"	"Kcnk4"	"neuron"	"manual"
"1006"	"KCNK6"	"Kcnk6"	"microglia"	"top_all_enrich"
"1007"	"KCNN1"	"Kcnn1"	"opc"	"manual"
"1008"	"KCNN3"	"Kcnn3"	"astrocyte"	"top_all_enrich"
"1009"	"KCNT2"	"Kcnt2"	"opc"	"top_all_enrich"
"1010"	"KCTD12"	"Kctd12"	"microglia"	"top_all_enrich"
"1011"	"KCTD4"	"Kctd4"	"oligodendrocyte"	"top_all_enrich"
"1012"	"KDM2B"	"Kdm2b"	"microglia"	"manual"
"1013"	"KIF17"	"Kif17"	"neuron"	"top_mouse_specificity"
"1014"	"KIF20A"	"Kif20a"	"opc"	"top_all_enrich"
"1015"	"KIF2C"	"Kif2c"	"opc"	"top_all_enrich"
"1016"	"KIF5A"	"Kif5a"	"oligodendrocyte"	"top_all_enrich"
"1017"	"KIFC2"	"Kifc2"	"neuron"	"top_all_specificity"
"1018"	"KIRREL"	"Kirrel"	"endothelial"	"top_human_enrich"
"1019"	"KISS1R"	"Kiss1r"	"neuron"	"manual"
"1020"	"KIT"	"Kit"	"neuron"	"top_all_enrich"
"1021"	"KLC1"	"Klc1"	"neuron"	"top_all_enrich"
"1022"	"KLF10"	"Klf10"	"microglia"	"top_all_enrich"
"1023"	"KLF9"	"Klf9"	"endothelial"	"top_all_enrich"
"1024"	"KLHDC1"	"Klhdc1"	"oligodendrocyte"	"top_human_enrich"
"1025"	"KLHDC3"	"Klhdc3"	"neuron"	"manual"
"1026"	"KLHDC8A"	"Klhdc8a"	"neuron"	"top_all_specificity"
"1027"	"KLHL36"	"Klhl36"	"microglia"	"manual"
"1028"	"KLHL6"	"Klhl6"	"microglia"	"top_all_enrich"
"1029"	"KLK6"	"Klk6"	"oligodendrocyte"	"top_all_enrich"
"1030"	"KLK8"	"Klk8"	"microglia"	"top_all_enrich"
"1031"	"KLK9"	"Klk9"	"opc"	"manual"
"1032"	"KLRB1B"	"Klrb1b"	"microglia"	"manual"
"1033"	"KLRB1C"	"Klrb1c"	"endothelial"	"manual"
"1034"	"KPTN"	"Kptn"	"opc"	"manual"
"1035"	"KRCC1"	"Krcc1"	"oligodendrocyte"	"manual"
"1036"	"KRT12"	"Krt12"	"neuron"	"top_all_specificity"
"1037"	"L1CAM"	"L1cam"	"neuron"	"top_all_enrich"
"1038"	"LACTB2"	"Lactb2"	"oligodendrocyte"	"top_human_specificity"
"1039"	"LAG3"	"Lag3"	"microglia"	"top_all_enrich"
"1040"	"LAIR1"	"Lair1"	"microglia"	"top_all_enrich"
"1041"	"LAMP1"	"Lamp1"	"oligodendrocyte"	"top_all_enrich"
"1042"	"LAMP2"	"Lamp2"	"oligodendrocyte"	"top_all_enrich"
"1043"	"LAPTM5"	"Laptm5"	"microglia"	"top_all_enrich"
"1044"	"LAT2"	"Lat2"	"microglia"	"top_all_enrich"
"1045"	"LATS2"	"Lats2"	"endothelial"	"top_all_enrich"
"1046"	"LAYN"	"Layn"	"endothelial"	"top_all_enrich"
"1047"	"LBH"	"Lbh"	"opc"	"top_all_specificity"
"1048"	"LCN2"	"Lcn2"	"endothelial"	"top_all_specificity"
"1049"	"LCORL"	"Lcorl"	"oligodendrocyte"	"top_all_enrich"
"1050"	"LCP1"	"Lcp1"	"microglia"	"top_all_enrich"
"1051"	"LCP2"	"Lcp2"	"microglia"	"top_all_enrich"
"1052"	"LDLRAP1"	"Ldlrap1"	"oligodendrocyte"	"top_all_enrich"
"1053"	"LEF1"	"Lef1"	"endothelial"	"top_all_enrich"
"1054"	"LEPROT"	"Leprot"	"microglia"	"top_all_expression"
"1055"	"LETM1"	"Letm1"	"astrocyte"	"top_human_enrich"
"1056"	"LGALS1"	"Lgals1"	"endothelial"	"top_all_enrich"
"1057"	"LGALS2"	"Lgals2"	"oligodendrocyte"	"top_all_specificity"
"1058"	"LGALS3"	"Lgals3"	"astrocyte"	"top_human_enrich"
"1059"	"LGALS3BP"	"Lgals3bp"	"endothelial"	"top_all_enrich"
"1060"	"LGALS8"	"Lgals8"	"microglia"	"manual"
"1061"	"LGALS9"	"Lgals9"	"microglia"	"top_all_enrich"
"1062"	"LGMN"	"Lgmn"	"microglia"	"top_all_enrich"
"1063"	"LGR6"	"Lgr6"	"astrocyte"	"top_all_enrich"
"1064"	"LHFPL2"	"Lhfpl2"	"microglia"	"top_all_enrich"
"1065"	"LHPP"	"Lhpp"	"oligodendrocyte"	"top_all_enrich"
"1066"	"LILRB4A"	"Lilrb4a"	"microglia"	"manual"
"1067"	"LIMD1"	"Limd1"	"opc"	"manual"
"1068"	"LIMK2"	"Limk2"	"neuron"	"manual"
"1069"	"LIMS1"	"Lims1"	"microglia"	"top_all_enrich"
"1070"	"LIN52"	"Lin52"	"astrocyte"	"top_all_specificity"
"1071"	"LIN7A"	"Lin7a"	"neuron"	"top_all_enrich"
"1072"	"LIN7B"	"Lin7b"	"neuron"	"top_all_specificity"
"1073"	"LINGO1"	"Lingo1"	"neuron"	"top_mouse_enrich"
"1074"	"LIPA"	"Lipa"	"microglia"	"top_all_enrich"
"1075"	"LIPH"	"Liph"	"microglia"	"top_all_specificity"
"1076"	"LIPO1"	"Lipo1"	NA	"manual"
"1077"	"LITAF"	"Litaf"	"microglia"	"top_all_enrich"
"1078"	"LMCD1"	"Lmcd1"	"opc"	"top_all_enrich"
"1079"	"LMO2"	"Lmo2"	"microglia"	"top_all_enrich"
"1080"	"LNPEP"	"Lnpep"	"astrocyte"	"top_human_expression"
"1081"	"LONRF1"	"Lonrf1"	"neuron"	"manual"
"1082"	"LONRF3"	"Lonrf3"	"microglia"	"top_all_enrich"
"1083"	"LOR"	"Lor"	"neuron"	"manual"
"1084"	"LOX"	"Lox"	"astrocyte"	"manual"
"1085"	"LOXL3"	"Loxl3"	"astrocyte"	"top_all_enrich"
"1086"	"LPAR4"	"Lpar4"	"astrocyte"	"top_all_enrich"
"1087"	"LPAR5"	"Lpar5"	"microglia"	"top_all_enrich"
"1088"	"LPAR6"	"Lpar6"	"microglia"	"top_all_enrich"
"1089"	"LPCAT2"	"Lpcat2"	"microglia"	"top_all_enrich"
"1090"	"LPCAT3"	"Lpcat3"	"microglia"	"manual"
"1091"	"LPIN2"	"Lpin2"	"microglia"	"top_all_enrich"
"1092"	"LPL"	"Lpl"	"microglia"	"top_all_enrich"
"1093"	"LPP"	"Lpp"	"astrocyte"	"top_all_enrich"
"1094"	"LPXN"	"Lpxn"	"microglia"	"top_all_enrich"
"1095"	"LRAT"	"Lrat"	"astrocyte"	"top_human_enrich"
"1096"	"LRCH1"	"Lrch1"	"microglia"	"top_mouse_enrich"
"1097"	"LRFN1"	"Lrfn1"	"neuron"	"manual"
"1098"	"LRGUK"	"Lrguk"	"astrocyte"	"manual"
"1099"	"LRIF1"	"Lrif1"	"neuron"	"manual"
"1100"	"LRIG1"	"Lrig1"	"astrocyte"	"top_all_enrich"
"1101"	"LRP3"	"Lrp3"	"neuron"	"manual"
"1102"	"LRRC23"	"Lrrc23"	"astrocyte"	"top_all_specificity"
"1103"	"LRRC3"	"Lrrc3"	"microglia"	"top_all_enrich"
"1104"	"LRRC32"	"Lrrc32"	"endothelial"	"top_all_enrich"
"1105"	"LRRC39"	"Lrrc39"	"neuron"	"top_human_enrich"
"1106"	"LRRC3B"	"Lrrc3b"	"neuron"	"top_all_enrich"
"1107"	"LRRC49"	"Lrrc49"	"neuron"	"top_human_enrich"
"1108"	"LRRC58"	"Lrrc58"	"astrocyte"	"top_all_expression"
"1109"	"LRRC59"	"Lrrc59"	"endothelial"	"manual"
"1110"	"LRRC75A"	"Lrrc75a"	"microglia"	"top_all_enrich"
"1111"	"LRRCC1"	"Lrrcc1"	"opc"	"top_all_specificity"
"1112"	"LRRK1"	"Lrrk1"	"microglia"	"top_all_enrich"
"1113"	"LRRN2"	"Lrrn2"	"neuron"	"manual"
"1114"	"LRRTM1"	"Lrrtm1"	"opc"	"top_all_enrich"
"1115"	"LRTM2"	"Lrtm2"	"neuron"	"top_human_specificity"
"1116"	"LRWD1"	"Lrwd1"	"microglia"	"top_mouse_enrich"
"1117"	"LSM11"	"Lsm11"	"neuron"	"manual"
"1118"	"LSP1"	"Lsp1"	"microglia"	"top_all_enrich"
"1119"	"LTBR"	"Ltbr"	"microglia"	"top_mouse_enrich"
"1120"	"LTC4S"	"Ltc4s"	"microglia"	"top_all_enrich"
"1121"	"LTK"	"Ltk"	"opc"	"manual"
"1122"	"LXN"	"Lxn"	"astrocyte"	"top_all_enrich"
"1123"	"LY86"	"Ly86"	"microglia"	"top_all_enrich"
"1124"	"LY9"	"Ly9"	"microglia"	"top_all_specificity"
"1125"	"LY96"	"Ly96"	"microglia"	"top_all_enrich"
"1126"	"LYN"	"Lyn"	"microglia"	"top_all_enrich"
"1127"	"LYPLA1"	"Lypla1"	"endothelial"	"top_mouse_specificity"
"1128"	"LYST"	"Lyst"	"microglia"	"top_human_enrich"
"1129"	"LYVE1"	"Lyve1"	"microglia"	"top_all_enrich"
"1130"	"LYZ1"	"Lyz1"	"microglia"	"manual"
"1131"	"LYZ2"	"Lyz2"	"microglia"	"manual"
"1132"	"LZTS1"	"Lzts1"	"endothelial"	"top_all_enrich"
"1133"	"LZTS3"	"Lzts3"	"neuron"	"manual"
"1134"	"MAD1L1"	"Mad1l1"	"oligodendrocyte"	"top_all_enrich"
"1135"	"MAEA"	"Maea"	"microglia"	"manual"
"1136"	"MAF"	"Maf"	"microglia"	"top_all_enrich"
"1137"	"MAFB"	"Mafb"	"microglia"	"top_all_enrich"
"1138"	"MAFK"	"Mafk"	"microglia"	"top_all_enrich"
"1139"	"MAGT1"	"Magt1"	"oligodendrocyte"	"top_all_enrich"
"1140"	"MAL2"	"Mal2"	"neuron"	"top_all_enrich"
"1141"	"MALAT1"	"Malat1"	"astrocyte"	"top_all_enrich"
"1142"	"MAML2"	"Maml2"	"opc"	"top_all_enrich"
"1143"	"MAN1A"	"Man1a"	"oligodendrocyte"	"manual"
"1144"	"MAN2B1"	"Man2b1"	"microglia"	"top_all_enrich"
"1145"	"MAP3K9"	"Map3k9"	"neuron"	"top_all_enrich"
"1146"	"MAP6D1"	"Map6d1"	"oligodendrocyte"	"top_all_enrich"
"1147"	"MAPK11"	"Mapk11"	"neuron"	"manual"
"1148"	"MAPK13"	"Mapk13"	"neuron"	"manual"
"1149"	"MAPK8IP2"	"Mapk8ip2"	"opc"	"top_all_enrich"
"1150"	"MAPKAP1"	"Mapkap1"	"opc"	"manual"
"1151"	"MAPKAPK3"	"Mapkapk3"	"astrocyte"	"top_all_enrich"
"1152"	"MARCKS"	"Marcks"	"microglia"	"top_all_enrich"
"1153"	"MARCKSL1"	"Marcksl1"	"oligodendrocyte"	"top_all_enrich"
"1154"	"MASP1"	"Masp1"	"astrocyte"	"top_all_enrich"
"1155"	"MAT2A"	"Mat2a"	"microglia"	"top_all_expression"
"1156"	"MATN2"	"Matn2"	"oligodendrocyte"	"top_all_enrich"
"1157"	"MATN4"	"Matn4"	"oligodendrocyte"	"top_all_enrich"
"1158"	"MAZ"	"Maz"	"opc"	"manual"
"1159"	"MB21D2"	"Mb21d2"	"opc"	"top_all_enrich"
"1160"	"MBD2"	"Mbd2"	"endothelial"	"manual"
"1161"	"MCC"	"Mcc"	"astrocyte"	"top_all_enrich"
"1162"	"MCEMP1"	"Mcemp1"	"microglia"	"top_all_specificity"
"1163"	"MCL1"	"Mcl1"	"microglia"	"top_all_enrich"
"1164"	"MDFIC"	"Mdfic"	"endothelial"	"top_all_enrich"
"1165"	"MDK"	"Mdk"	"astrocyte"	"top_all_enrich"
"1166"	"MED15"	"Med15"	"neuron"	"manual"
"1167"	"MED7"	"Med7"	"astrocyte"	"manual"
"1168"	"MED9"	"Med9"	"endothelial"	"top_mouse_specificity"
"1169"	"MEGF10"	"Megf10"	"astrocyte"	"top_all_enrich"
"1170"	"MEGF6"	"Megf6"	"endothelial"	"top_all_enrich"
"1171"	"MEI4"	"Mei4"	"neuron"	"top_mouse_specificity"
"1172"	"MELK"	"Melk"	"opc"	"top_all_enrich"
"1173"	"MERTK"	"Mertk"	"microglia"	"top_all_enrich"
"1174"	"MET"	"Met"	"neuron"	"top_all_specificity"
"1175"	"METAP1D"	"Metap1d"	"astrocyte"	"manual"
"1176"	"METTL5"	"Mettl5"	"neuron"	"manual"
"1177"	"MFAP3L"	"Mfap3l"	"astrocyte"	"top_all_enrich"
"1178"	"MFSD1"	"Mfsd1"	"microglia"	"top_all_enrich"
"1179"	"MFSD10"	"Mfsd10"	"microglia"	"manual"
"1180"	"MFSD2A"	"Mfsd2a"	"endothelial"	"top_all_enrich"
"1181"	"MGAT5B"	"Mgat5b"	"opc"	"top_all_enrich"
"1182"	"MGMT"	"Mgmt"	"microglia"	"manual"
"1183"	"MGST1"	"Mgst1"	"astrocyte"	"top_all_enrich"
"1184"	"MICAL1"	"Mical1"	"microglia"	"top_all_enrich"
